state,City,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Station Name,Operator,Usage Type,Connector Type,Power (kW),station_id,location,charging_type,num_chargers,voltage_level,current_flow,power_consumed,power_loss,voltage_fluctuation
Jammu and Kashmir,Jammu,23000,14525,39364,43628,18437,41598,48232,39146,Charge Point,EVRE,Commercial,Type 2,87,12531,Rural,Ultra Fast,14,230.11,100.86,23.21,1.91,1.06
Tripura,Agartala,16135,37263,23252,8567,17744,48731,38903,30765,FastCharge,BPCL,Private,Type 2,244,12532,Semi-Urban,Slow,32,643.25,193.92,124.74,5.84,11.78
Madhya Pradesh,Indore,2635,804,9704,48968,33756,7352,25996,21343,EV Hub,EVRE,Private,Type 2,117,12533,Urban,Slow,32,659.69,214.06,141.21,10.58,14
Assam,Silchar,44176,28439,15450,11738,37853,1202,46498,37094,Green Charge,BPCL,Private,CHAdeMO,149,12534,Rural,Ultra Fast,29,671.01,182.38,122.38,7.24,10.3
Chandigarh,Chandigarh,41791,47080,9685,4958,19822,12696,20332,42177,FastCharge,BPCL,Commercial,CHAdeMO,163,12535,Semi-Urban,Fast,28,491.58,497.61,244.62,15.42,10.31
Nagaland,Kohima,23095,27967,46278,16041,30625,6905,14741,38574,EV Hub,Tata Power,Private,CHAdeMO,333,12536,Highway,Ultra Fast,37,433.03,397.6,172.17,2.19,10.61
Himachal Pradesh,Shimla,19525,1329,44877,22639,15483,9393,24106,28189,Charge Point,EVRE,Private,GB/T,130,12537,Urban,Fast,48,474.8,263.2,124.97,10.66,9.33
Karnataka,Bangalore,46776,48215,38003,18591,35044,7594,44676,15595,FastCharge,BPCL,Public,CCS,29,12538,Semi-Urban,Slow,19,729.99,42.55,31.06,1.55,6.85
Telangana,Hyderabad,49307,18239,23531,17322,15633,29523,10717,30847,EV Hub,EVRE,Private,Type 2,341,12539,Semi-Urban,Slow,28,221.42,361.58,80.06,7.9,14.77
Maharashtra,Mumbai,13903,31336,34793,6693,38573,23074,40478,5676,EV Hub,Fortum,Private,CCS,103,12540,Urban,Slow,35,531.14,272.84,144.92,11.23,5.81
Uttar Pradesh,Kanpur,13357,2314,38599,14004,20562,20049,21520,34916,FastCharge,IOCL,Public,CCS,116,12541,Semi-Urban,Ultra Fast,6,224.31,100.38,22.52,0.44,14.45
Kerala,Kochi,19553,2883,39599,4437,25243,45172,8078,8482,Charge Point,BPCL,Private,CCS,234,12542,Rural,Fast,21,518.13,382.9,198.39,8.54,12.27
Tripura,Agartala,1992,11928,4675,16583,9478,40559,31026,102,Power Station,Tata Power,Commercial,GB/T,33,12543,Urban,Slow,37,636.5,380.29,242.05,12.61,3.69
Kerala,Trivandrum,25918,41035,37447,39447,30904,46114,16400,17003,Green Charge,Fortum,Public,Type 2,264,12544,Urban,Slow,35,497.18,14.38,7.15,0.36,14.49
West Bengal,Kolkata,8542,46716,41961,37577,8948,1191,30784,23436,Green Charge,ChargeZone,Commercial,CHAdeMO,49,12545,Semi-Urban,Ultra Fast,25,248.54,88.82,22.08,1.3,2.14
Himachal Pradesh,Shimla,46540,41985,11818,33778,21296,23182,21296,13354,Power Station,BPCL,Private,CCS,336,12546,Urban,Fast,46,482.8,386.29,186.5,11.14,5.12
Nagaland,Kohima,920,37983,15864,1506,16076,27079,21581,16527,FastCharge,Fortum,Public,CCS,41,12547,Highway,Ultra Fast,17,667.96,91.27,60.96,3.63,11.19
Odisha,Bhubaneswar,7051,1024,833,46261,39829,42049,31875,12893,Power Station,Ather Energy,Private,CCS,216,12548,Semi-Urban,Fast,37,792.59,334.32,264.98,9.72,11.65
Chandigarh,Chandigarh,16310,46405,21144,37591,42353,46350,52,2433,EV Hub,Ather Energy,Public,CCS,250,12549,Highway,Fast,30,506.66,306.2,155.14,4.69,12.48
Maharashtra,Nagpur,2260,41887,6064,40722,33076,41726,36020,7855,EV Hub,IOCL,Public,GB/T,112,12550,Semi-Urban,Fast,39,452.26,237.05,107.21,2.47,3.59
Tamil Nadu,Chennai,2274,47837,1531,13921,31879,22237,22258,2621,Power Station,BPCL,Private,Type 2,60,12551,Urban,Fast,11,446.37,112.76,50.33,1.85,0.39
Dadra and Nagar Haveli and Daman and Diu,Daman,1476,22410,7322,32063,18821,2892,2276,39620,EV Hub,IOCL,Private,GB/T,282,12552,Semi-Urban,Slow,16,341.3,238.63,81.44,2.67,5.25
Chhattisgarh,Raipur,23138,18679,48043,26262,30341,26660,49485,18181,Charge Point,ChargeZone,Private,GB/T,226,12553,Semi-Urban,Ultra Fast,40,712.81,46.57,33.2,1.88,11.1
Delhi,New Delhi,25520,49434,39793,36812,1445,12822,32839,44812,FastCharge,Fortum,Private,CCS,253,12554,Semi-Urban,Ultra Fast,18,426.81,477.08,203.62,10.76,9.98
Andhra Pradesh,Guntur,23565,40452,44484,3946,39774,32724,38208,48934,EV Hub,IOCL,Public,CHAdeMO,168,12555,Urban,Fast,30,423.52,480.43,203.47,14.01,0.35
Tamil Nadu,Coimbatore,33379,16417,1255,9600,4996,4139,46294,20734,Power Station,BPCL,Private,GB/T,63,12556,Semi-Urban,Fast,34,625.38,488.99,305.8,15.46,9.98
Nagaland,Kohima,3237,48175,17765,19574,19871,40372,46931,8132,Green Charge,BPCL,Commercial,CCS,111,12557,Semi-Urban,Ultra Fast,9,577.38,162.77,93.98,3.77,13
Arunachal Pradesh,Itanagar,34764,45371,36840,26246,33339,43502,2396,12646,FastCharge,Fortum,Private,Type 2,213,12558,Semi-Urban,Fast,10,726.41,68.32,49.63,3.5,0.48
Lakshadweep,Kavaratti,39953,3074,40720,11093,27721,33298,39051,13395,Power Station,Tata Power,Public,CCS,149,12559,Rural,Slow,21,405.52,137.18,55.63,5.07,11.87
Gujarat,Vadodara,34385,27212,39833,10870,23382,37769,29440,41613,Power Station,EVRE,Private,Type 2,302,12560,Rural,Slow,35,256.97,243.91,62.68,4.81,8.02
Arunachal Pradesh,Itanagar,42825,8936,33980,41113,12885,35482,32066,17461,EV Hub,IOCL,Commercial,Type 2,265,12561,Semi-Urban,Fast,9,725.4,51.21,37.15,2.25,2.77
West Bengal,Kolkata,37839,43472,46222,1265,24287,44083,22377,597,FastCharge,ChargeZone,Commercial,GB/T,86,12562,Highway,Ultra Fast,18,642.89,455.59,292.89,9.42,5.1
Delhi,New Delhi,28871,5757,17097,29705,44747,33279,30849,36175,FastCharge,Ather Energy,Commercial,CHAdeMO,55,12563,Rural,Fast,6,263.63,192.76,50.82,3.2,3.48
Goa,Margao,29501,31665,41982,35032,5989,39605,40069,36253,FastCharge,ChargeZone,Commercial,CCS,178,12564,Highway,Fast,23,739.79,272.16,201.34,16.47,14.48
Bihar,Patna,34541,8222,17179,46936,35679,3574,15231,34204,Power Station,Ather Energy,Public,Type 2,204,12565,Urban,Fast,26,538.32,278.48,149.91,4.39,0.47
Chhattisgarh,Bhilai,31666,14516,20463,28384,34394,18322,34703,39723,Power Station,IOCL,Commercial,CHAdeMO,249,12566,Semi-Urban,Fast,33,515.61,114.9,59.24,1.44,8.96
Maharashtra,Mumbai,30112,9581,12315,5514,7011,5754,40558,36896,Charge Point,ChargeZone,Private,CCS,334,12567,Urban,Fast,5,797.31,479.6,382.39,9.24,9.29
Ladakh,Leh,25758,24563,634,27304,5732,4207,11074,40200,Green Charge,Fortum,Private,CHAdeMO,89,12568,Urban,Ultra Fast,11,499.25,415.76,207.57,14.53,8.89
Tripura,Agartala,7447,1902,48987,41181,47122,16923,47641,22626,EV Hub,Ather Energy,Commercial,CHAdeMO,217,12569,Rural,Fast,5,413.09,62.32,25.74,1.11,7.48
Assam,Guwahati,48608,13878,33793,39286,41506,12803,6766,41314,Power Station,Tata Power,Commercial,GB/T,226,12570,Semi-Urban,Ultra Fast,6,267.93,80.11,21.46,1.28,10.93
Bihar,Patna,41836,25214,47635,4317,49801,30379,18404,12150,Charge Point,ChargeZone,Public,Type 2,253,12571,Highway,Fast,13,769.09,155.15,119.32,5.14,11.07
Jammu and Kashmir,Srinagar,10314,44586,41396,36815,15329,35794,32844,2640,Charge Point,ChargeZone,Private,CHAdeMO,136,12572,Semi-Urban,Slow,25,553.31,299.15,165.52,8.22,11.18
Madhya Pradesh,Bhopal,34464,48243,18420,21870,7868,6076,33529,31030,FastCharge,BPCL,Commercial,GB/T,92,12573,Semi-Urban,Fast,27,407.51,294.78,120.13,8.94,8.12
Arunachal Pradesh,Itanagar,9291,34063,4358,45843,6067,46880,7093,14359,Green Charge,Tata Power,Private,Type 2,34,12574,Urban,Ultra Fast,21,758.59,228.07,173.01,2.09,12.14
Chandigarh,Chandigarh,15066,543,32283,11058,22985,325,31549,27618,Power Station,Ather Energy,Public,GB/T,84,12575,Rural,Fast,40,580.92,346.52,201.3,3.28,5.26
Karnataka,Bangalore,31960,40861,31483,15348,33552,14140,28120,19085,Green Charge,Tata Power,Public,GB/T,263,12576,Rural,Ultra Fast,20,503.48,449.87,226.5,18.3,13.26
Tamil Nadu,Coimbatore,43969,18171,9886,32332,21302,41162,35053,47495,Charge Point,IOCL,Commercial,Type 2,303,12577,Highway,Ultra Fast,32,266.72,397.32,105.97,8.54,8.27
Madhya Pradesh,Indore,20943,43850,25171,22338,31679,5889,15261,36372,Power Station,Fortum,Public,CHAdeMO,56,12578,Rural,Fast,28,491.03,219.97,108.01,2.94,6.64
Mizoram,Aizawl,11774,43029,43459,19707,17734,39379,36206,5758,FastCharge,BPCL,Private,CCS,231,12579,Semi-Urban,Fast,17,435.92,143.76,62.67,2.36,5.91
Ladakh,Leh,41005,992,25435,15035,43491,34769,24926,31558,FastCharge,IOCL,Private,CHAdeMO,289,12580,Semi-Urban,Slow,38,630.28,34.38,21.67,1.96,0.55
Chhattisgarh,Bhilai,15161,18559,26585,42711,32809,37094,18547,25795,FastCharge,Ather Energy,Commercial,Type 2,121,12581,Highway,Slow,7,713.25,284.12,202.65,6.59,3.81
Rajasthan,Udaipur,4640,17835,48164,14943,41976,38522,16583,39052,Power Station,Fortum,Private,CHAdeMO,276,12582,Urban,Slow,14,598.14,298.94,178.81,7.83,0.05
Uttar Pradesh,Kanpur,39700,35887,45839,9587,7213,6954,4692,19290,Power Station,Ather Energy,Public,GB/T,45,12583,Highway,Slow,5,280.23,10.73,3.01,0.08,12.36
Nagaland,Kohima,17605,25291,9899,33992,43469,35783,13902,22284,EV Hub,Tata Power,Public,CCS,25,12584,Semi-Urban,Ultra Fast,44,319.09,29.98,9.57,0.63,7.8
Tamil Nadu,Coimbatore,16150,33411,12449,35867,1723,41978,19271,21953,Power Station,Tata Power,Public,Type 2,81,12585,Highway,Slow,33,717.58,141.62,101.62,3.93,8.01
Jammu and Kashmir,Jammu,31072,25633,35026,4112,4117,701,9504,45136,EV Hub,Tata Power,Private,Type 2,178,12586,Rural,Fast,22,559.86,221.46,123.99,4.05,10.34
Tripura,Agartala,36571,42792,35459,1483,27877,39034,6852,12088,FastCharge,ChargeZone,Private,CCS,29,12587,Semi-Urban,Slow,39,297.24,110.82,32.94,1.44,8.28
Tamil Nadu,Chennai,41547,35041,28310,38226,40809,40161,4551,37387,Green Charge,ChargeZone,Private,Type 2,108,12588,Urban,Slow,48,275.77,374.48,103.27,3.49,7.15
Chhattisgarh,Raipur,17661,29384,2102,24276,4321,40309,18432,11327,Charge Point,Ather Energy,Commercial,GB/T,269,12589,Rural,Ultra Fast,33,233.99,62.76,14.69,0.57,12.02
Telangana,Hyderabad,4170,11598,3366,4615,47417,2779,755,1336,FastCharge,ChargeZone,Private,CCS,284,12590,Highway,Slow,26,797.23,51.76,41.26,1.48,2.74
Tripura,Agartala,34429,21680,42489,357,16428,8638,25844,37317,Power Station,BPCL,Commercial,CCS,99,12591,Semi-Urban,Fast,18,272.99,405.45,110.68,9.72,12.18
Rajasthan,Udaipur,5244,30178,38694,36654,12056,18986,38782,38388,FastCharge,Ather Energy,Commercial,CCS,331,12592,Urban,Slow,12,421.26,391.03,164.73,5.92,7.75
Odisha,Cuttack,25837,43770,25275,3661,30101,46596,13773,2710,Charge Point,EVRE,Private,CHAdeMO,162,12593,Highway,Ultra Fast,21,707.51,169.82,120.15,7.58,3.83
Assam,Silchar,12916,33330,16157,4761,18199,35625,26519,13346,FastCharge,IOCL,Public,CCS,210,12594,Rural,Slow,31,306.92,177.2,54.39,4.63,8.46
Madhya Pradesh,Bhopal,27069,14504,36439,33083,12840,16436,12878,41158,FastCharge,Ather Energy,Commercial,Type 2,193,12595,Semi-Urban,Slow,38,670.82,138.68,93.03,7.77,1.97
Rajasthan,Udaipur,19983,3063,33211,38192,19419,1120,35835,23431,Green Charge,EVRE,Public,CCS,325,12596,Highway,Slow,9,313.46,177.76,55.72,4.85,13.39
West Bengal,Kolkata,11311,29539,10585,14195,38765,18708,22508,31942,Green Charge,EVRE,Commercial,GB/T,120,12597,Urban,Slow,21,422.1,120.58,50.9,1.26,7.63
Rajasthan,Jaipur,10026,46745,1582,13992,17136,30038,8872,30051,Power Station,ChargeZone,Public,GB/T,72,12598,Urban,Fast,12,284.36,91.8,26.1,2.58,14.71
Gujarat,Vadodara,3732,27480,23380,20972,31163,6873,384,2527,Green Charge,Tata Power,Private,CCS,186,12599,Rural,Ultra Fast,24,564.34,370.67,209.18,15.07,6.67
Chhattisgarh,Raipur,11401,42210,21434,21197,44490,49909,25759,19972,Charge Point,Ather Energy,Private,GB/T,234,12600,Rural,Ultra Fast,8,723.34,265.52,192.06,11.97,9.85
Jharkhand,Ranchi,29791,17504,44969,2093,26798,48367,11645,12978,Charge Point,ChargeZone,Public,CHAdeMO,247,12601,Rural,Ultra Fast,27,636.71,404.83,257.76,18.17,10.51
Sikkim,Gangtok,28077,44462,28062,11498,17928,14634,29613,2301,Green Charge,Ather Energy,Public,Type 2,315,12602,Semi-Urban,Ultra Fast,34,439.03,367.97,161.55,7.18,13.92
Himachal Pradesh,Shimla,48132,11951,44191,14217,7382,44588,26628,26045,EV Hub,IOCL,Commercial,Type 2,37,12603,Semi-Urban,Ultra Fast,49,483.73,132.99,64.33,2.49,12.18
Meghalaya,Shillong,8953,15170,45166,28355,23741,5733,13029,25754,Power Station,Tata Power,Public,GB/T,31,12604,Highway,Slow,34,755.52,359.24,271.41,24.55,10.37
Andhra Pradesh,Guntur,14713,37433,42910,27249,34710,8357,25666,15793,FastCharge,IOCL,Private,CHAdeMO,247,12605,Rural,Ultra Fast,7,355.25,170.26,60.48,4.31,0.05
Himachal Pradesh,Shimla,39542,47189,12627,17934,47750,1848,38521,34139,Charge Point,Tata Power,Public,CCS,272,12606,Urban,Slow,47,513.45,137.84,70.77,3.12,5.75
Lakshadweep,Kavaratti,17704,9141,23229,970,17111,31206,7711,7328,Charge Point,Fortum,Public,CHAdeMO,17,12607,Highway,Ultra Fast,49,776.37,338.11,262.5,21.95,0.68
Uttar Pradesh,Kanpur,36927,15925,9509,28601,24157,4881,17144,15208,Charge Point,ChargeZone,Public,CCS,296,12608,Urban,Ultra Fast,42,453.34,401.57,182.05,3.87,3.33
Uttarakhand,Dehradun,15033,17735,14844,42888,33466,25290,17694,1828,Green Charge,IOCL,Public,Type 2,270,12609,Rural,Ultra Fast,37,404.96,445.23,180.3,11.47,9.62
Tamil Nadu,Coimbatore,44964,30300,33046,49702,32588,45592,14072,9660,Green Charge,BPCL,Public,CCS,279,12610,Rural,Slow,33,688.54,375.56,258.59,2.85,6.54
Karnataka,Mysore,23475,6633,24967,37807,17302,35397,18435,25959,Charge Point,Ather Energy,Private,GB/T,205,12611,Rural,Slow,28,634.95,434.44,275.85,6.21,3.95
Delhi,New Delhi,32882,24408,23182,36471,22736,14187,49180,2330,Green Charge,BPCL,Public,CCS,339,12612,Urban,Fast,44,715.22,159.87,114.34,7.63,14.18
Tamil Nadu,Coimbatore,15548,1297,31972,32670,49347,36961,47764,6630,FastCharge,Fortum,Private,CCS,146,12613,Rural,Ultra Fast,27,366.63,31.41,11.52,1.1,3.49
Tamil Nadu,Coimbatore,35142,43544,35586,26084,38971,46657,46172,15270,FastCharge,BPCL,Public,CHAdeMO,259,12614,Semi-Urban,Fast,18,531.48,118.73,63.1,5.6,10.45
Madhya Pradesh,Indore,49673,40957,2862,30051,40669,42361,49928,41413,EV Hub,EVRE,Public,Type 2,120,12615,Highway,Fast,27,450.47,454.76,204.86,18.83,7.19
Jammu and Kashmir,Srinagar,32071,25713,2234,44949,48086,36429,10556,19880,EV Hub,Ather Energy,Public,CCS,165,12616,Semi-Urban,Slow,48,560.21,336,188.23,17.92,1.06
Arunachal Pradesh,Itanagar,11871,2958,48778,30560,15477,40831,21146,20420,Charge Point,Fortum,Public,CHAdeMO,271,12617,Urban,Slow,24,475.87,392.29,186.68,13.73,7.18
West Bengal,Kolkata,27670,8880,27604,38742,12883,30834,45355,9924,EV Hub,Fortum,Private,GB/T,174,12618,Urban,Ultra Fast,31,613.54,483.49,296.64,24.72,3
Jharkhand,Ranchi,49632,3737,49706,16884,36147,19926,31209,20390,Green Charge,IOCL,Commercial,CCS,270,12619,Semi-Urban,Fast,20,692.47,98.58,68.26,5.67,12.43
Gujarat,Surat,12123,19301,40746,46198,2701,15587,34910,15838,Power Station,IOCL,Public,Type 2,120,12620,Semi-Urban,Slow,34,609.18,293.41,178.74,17.48,11.28
Telangana,Hyderabad,28147,29967,26310,28597,13760,36611,8948,42727,Charge Point,Fortum,Public,Type 2,234,12621,Semi-Urban,Slow,41,275.28,439.93,121.1,9.73,7.34
Assam,Guwahati,16099,22473,12077,8572,32707,44521,4667,18605,EV Hub,BPCL,Private,CHAdeMO,147,12622,Rural,Ultra Fast,3,312.17,416.01,129.87,7.69,10.1
Assam,Guwahati,13316,25829,25054,30456,23631,15134,2505,31559,FastCharge,BPCL,Commercial,GB/T,95,12623,Rural,Slow,10,662.2,155.29,102.83,8.03,1.68
Bihar,Gaya,20138,29653,5975,26806,37096,29420,3207,48386,Green Charge,Ather Energy,Private,CHAdeMO,201,12624,Semi-Urban,Fast,22,511.25,239.98,122.69,6.87,7.48
Uttarakhand,Dehradun,40773,12284,16221,7280,21919,10176,40581,13363,Green Charge,EVRE,Commercial,CHAdeMO,214,12625,Urban,Slow,11,576.59,438.23,252.68,19.86,4.38
Nagaland,Kohima,3944,33842,40939,12862,26940,40199,10944,39003,FastCharge,EVRE,Public,CHAdeMO,124,12626,Highway,Fast,34,578.56,471.64,272.87,8.59,5.94
Tripura,Agartala,34132,9820,1196,41947,13901,5354,20922,29484,FastCharge,Ather Energy,Commercial,CHAdeMO,208,12627,Highway,Fast,46,468.35,114.98,53.85,3.11,0.1
Andaman and Nicobar Islands,Port Blair,31876,27741,20798,43017,14099,12728,13135,44568,Green Charge,Fortum,Private,Type 2,325,12628,Highway,Fast,47,555.61,168.79,93.78,2.8,8.48
Meghalaya,Shillong,41154,5885,23870,22137,2684,30994,37717,31734,EV Hub,Fortum,Commercial,CHAdeMO,227,12629,Semi-Urban,Fast,46,643,232.43,149.45,10.33,7.19
Chhattisgarh,Bhilai,849,6563,41528,31857,49164,35235,1898,22253,Green Charge,EVRE,Private,CCS,301,12630,Rural,Ultra Fast,28,470.46,34.09,16.04,1.17,5.73
Goa,Panaji,2420,9693,9113,18364,28179,35284,49054,15387,Green Charge,IOCL,Private,CCS,232,12631,Highway,Ultra Fast,1,751.41,446.92,335.82,25.83,3.82
Goa,Margao,30977,30542,38989,873,7993,9068,48753,39025,FastCharge,ChargeZone,Commercial,Type 2,174,12632,Highway,Fast,46,552.93,234.82,129.84,10.87,7.26
Andaman and Nicobar Islands,Port Blair,38705,5379,46224,33270,22709,744,24220,5436,FastCharge,Tata Power,Public,CCS,327,12633,Urban,Fast,41,606.17,372.34,225.7,22.27,0.78
Tamil Nadu,Coimbatore,8670,33783,43768,6976,23629,26436,31643,24997,EV Hub,ChargeZone,Private,GB/T,236,12634,Rural,Fast,27,603.39,214.83,129.63,2.5,3.2
Kerala,Kochi,11257,29056,14205,5633,4147,34825,32879,46482,EV Hub,ChargeZone,Private,CHAdeMO,340,12635,Rural,Ultra Fast,39,570.25,346.66,197.68,11.52,9.59
Nagaland,Kohima,38938,48092,21699,45191,39983,39383,30056,37832,Power Station,ChargeZone,Commercial,CCS,43,12636,Urban,Slow,33,484.83,395.14,191.58,10.82,13.45
Arunachal Pradesh,Itanagar,34009,10796,13922,13884,40063,32330,14587,15282,FastCharge,Fortum,Private,GB/T,267,12637,Rural,Slow,10,607.52,214.54,130.34,1.43,9.49
Andhra Pradesh,Guntur,7340,34973,13083,38869,1803,23944,27787,22795,Power Station,BPCL,Public,CCS,17,12638,Rural,Slow,4,759.91,403.67,306.75,5.01,1.82
Nagaland,Kohima,4181,21367,34817,11780,43645,5664,26498,36891,EV Hub,Tata Power,Private,GB/T,314,12639,Urban,Slow,5,693.65,202.18,140.24,5.57,5.57
Mizoram,Aizawl,22354,47114,28381,48720,32200,35288,44230,49885,Green Charge,Ather Energy,Commercial,GB/T,336,12640,Highway,Fast,11,785.75,261.27,205.29,4.35,1.79
Bihar,Gaya,21137,37862,6784,20479,32847,16408,15959,31271,Charge Point,Fortum,Commercial,CCS,215,12641,Highway,Slow,24,524.96,278.16,146.02,11.55,2
Haryana,Faridabad,44167,1736,5828,47118,23713,7723,10551,5751,Power Station,ChargeZone,Commercial,Type 2,176,12642,Rural,Ultra Fast,12,404.29,170.88,69.09,3.59,13.5
Chhattisgarh,Bhilai,47405,35252,37438,12839,21765,47115,12544,16811,Power Station,Tata Power,Private,Type 2,83,12643,Urban,Fast,26,482.79,300.01,144.84,12.09,8.51
Tamil Nadu,Chennai,34712,5861,49453,46778,22936,17216,21363,32577,EV Hub,Tata Power,Private,Type 2,252,12644,Semi-Urban,Fast,35,271.32,479.06,129.98,8.57,6.61
Andhra Pradesh,Vijayawada,31153,35698,36503,20183,17016,28233,45853,39145,Green Charge,ChargeZone,Commercial,CHAdeMO,21,12645,Urban,Ultra Fast,25,324.84,444.37,144.35,14.43,0.21
Kerala,Trivandrum,14081,28344,46538,45558,27935,32248,12807,36131,Charge Point,Fortum,Public,GB/T,72,12646,Semi-Urban,Fast,44,692.22,414.41,286.86,14.39,12.7
Manipur,Imphal,23275,19867,35773,16295,26459,5672,32511,11358,EV Hub,Ather Energy,Commercial,CCS,194,12647,Rural,Ultra Fast,26,372.07,16.07,5.98,0.45,1.85
Delhi,New Delhi,35672,45194,282,44932,22814,39400,42338,1664,Charge Point,ChargeZone,Public,Type 2,315,12648,Rural,Slow,11,419.22,270.16,113.26,3.99,12.53
Mizoram,Aizawl,17185,6996,41703,18052,41232,48568,21181,18893,Power Station,BPCL,Private,GB/T,91,12649,Rural,Slow,26,509.52,265.31,135.18,10.65,12.91
Mizoram,Aizawl,21054,5299,36505,14419,22420,46959,7435,12294,Green Charge,ChargeZone,Public,GB/T,321,12650,Rural,Ultra Fast,17,590.15,264.84,156.3,11.02,11.07
Gujarat,Surat,22952,20806,2171,45343,38494,35317,36930,33090,Charge Point,BPCL,Commercial,GB/T,197,12651,Semi-Urban,Fast,17,309.67,272.69,84.44,6.7,4.61
Manipur,Imphal,48353,32350,45477,25430,22774,16451,23931,19150,EV Hub,BPCL,Commercial,CHAdeMO,275,12652,Rural,Ultra Fast,46,750.09,253.98,190.51,10.16,11.13
Ladakh,Leh,19260,14411,9692,29222,45167,11484,13425,16451,FastCharge,Ather Energy,Public,CCS,90,12653,Rural,Slow,49,749.72,238.1,178.51,8.09,6.68
Delhi,New Delhi,1850,1228,6247,31653,32565,27225,36160,49908,Power Station,Tata Power,Commercial,Type 2,22,12654,Urban,Fast,19,235.31,69.27,16.3,1.57,1.7
Delhi,New Delhi,10910,20395,5061,16854,15544,32916,33383,35568,Green Charge,IOCL,Public,CHAdeMO,272,12655,Urban,Fast,13,513.76,153.49,78.86,6.12,13.82
Odisha,Bhubaneswar,22548,41880,44336,26013,22752,47275,18754,8950,FastCharge,ChargeZone,Public,CCS,268,12656,Rural,Slow,38,760.99,146.02,111.12,8.2,5.04
Lakshadweep,Kavaratti,42423,23400,4217,19659,14442,41685,34277,5804,EV Hub,Ather Energy,Commercial,CCS,112,12657,Semi-Urban,Slow,45,590.69,229.66,135.66,9.01,0.36
Arunachal Pradesh,Itanagar,6553,672,20913,16682,41328,29345,9453,26338,Green Charge,Fortum,Public,CCS,293,12658,Urban,Ultra Fast,49,616.02,147.46,90.84,7.39,6.37
Mizoram,Aizawl,21642,37111,44351,17345,13540,14427,39934,1427,FastCharge,Ather Energy,Public,Type 2,49,12659,Rural,Fast,5,672.79,352.28,237.01,4.33,1.04
Arunachal Pradesh,Itanagar,23679,43282,14474,33995,16642,1884,24528,32696,Green Charge,EVRE,Public,CCS,277,12660,Rural,Fast,42,334.14,218.88,73.14,5.41,2.6
Telangana,Hyderabad,40828,33487,19518,10215,31226,29510,43229,10827,Power Station,ChargeZone,Public,GB/T,43,12661,Urban,Ultra Fast,29,344.56,417.84,143.97,2.6,9.17
Punjab,Ludhiana,31414,26940,49656,18128,44382,40097,43675,5948,Green Charge,IOCL,Commercial,Type 2,157,12662,Urban,Ultra Fast,47,531.72,84.04,44.69,3.74,8.99
Chhattisgarh,Raipur,19007,6114,35772,4319,28068,41493,25065,13489,FastCharge,Fortum,Commercial,Type 2,93,12663,Semi-Urban,Ultra Fast,16,773.26,340.97,263.66,14.66,7.67
Karnataka,Bangalore,18677,33627,41674,28021,41729,33510,42031,39489,EV Hub,Ather Energy,Commercial,Type 2,100,12664,Urban,Fast,45,634.93,105.62,67.06,1.02,3.12
Tamil Nadu,Chennai,10833,37119,38104,20991,48337,27789,46128,28252,FastCharge,Fortum,Private,CCS,311,12665,Urban,Slow,12,301.75,32.06,9.67,0.34,2.84
Himachal Pradesh,Shimla,12288,7425,33565,15319,35777,5388,4910,32264,FastCharge,Fortum,Commercial,GB/T,218,12666,Urban,Fast,43,224.66,222.71,50.03,0.73,7.17
West Bengal,Kolkata,8682,20633,33362,40738,32547,12271,24978,47512,Green Charge,Fortum,Public,CHAdeMO,166,12667,Highway,Fast,28,312.29,348.16,108.73,2.97,4.95
Puducherry,Puducherry,4940,9580,30275,34600,37704,15442,39619,24787,Power Station,EVRE,Public,CCS,52,12668,Semi-Urban,Fast,13,513.7,46.15,23.71,1.69,14.4
Jammu and Kashmir,Jammu,8661,4104,33813,12019,43727,9587,8022,5956,Power Station,Tata Power,Public,CCS,259,12669,Semi-Urban,Slow,36,302.23,23.83,7.2,0.61,5.23
Chhattisgarh,Raipur,23257,26275,49792,31947,29753,44015,21312,23796,EV Hub,BPCL,Commercial,GB/T,142,12670,Rural,Slow,39,515.97,481.98,248.69,21.03,0.92
Jharkhand,Jamshedpur,11563,35495,49213,23047,33480,4144,25605,18846,Charge Point,BPCL,Public,Type 2,333,12671,Rural,Fast,32,793.17,85.47,67.79,1.02,9.59
Rajasthan,Jaipur,32502,10241,47534,25636,250,47500,33616,19280,Power Station,BPCL,Public,CCS,51,12672,Highway,Fast,47,644.28,339.01,218.42,18.36,12.83
Maharashtra,Pune,24607,19115,24921,46033,41470,49429,28312,747,Green Charge,Ather Energy,Public,CCS,42,12673,Semi-Urban,Ultra Fast,31,646.99,486.59,314.82,23.96,6.7
Odisha,Cuttack,33161,17527,9716,16842,30155,47628,37044,40055,Power Station,IOCL,Private,CHAdeMO,43,12674,Rural,Ultra Fast,4,585.51,205.08,120.08,3.78,4.23
Meghalaya,Shillong,36626,17994,37161,35021,12049,25719,31964,45282,Power Station,Fortum,Public,CCS,93,12675,Rural,Slow,34,554.43,376.46,208.72,12.42,6.14
Jammu and Kashmir,Jammu,49046,44903,4507,23503,12019,44611,33346,33015,Charge Point,Ather Energy,Private,CCS,179,12676,Rural,Slow,8,797.91,235.29,187.74,7.57,14.98
